,formula,spacegroup
987,Cr3N4,Fd-3m
988,Cr3N2,I2_13
989,Cr3N2,Ia-3
990,Cr3N4,I-43d
991,Cr3N2,I4/mmm
992,Cr3N4,P31c
993,Cr3N2,Pbcn
994,Cr3N4,Pnma
995,Cr3N4,Pm-3m
996,Cr3N2,P-3m1
997,Cr3N2,P6_3/mmc
998,CrN2,Pnnm
999,CrN2,Pa-3
1000,CrN2,Cc
1001,CrN2,Ama2
1002,CrN2,C222_1
1003,CrN2,P2_1
1004,CrN2,Fd-3m
1005,CrN2,P1
1006,CrN2,Pna2_1
1007,CrN2,P2_12_12_1
1008,CrN2,Cmcm
1009,CrN2,P2_13
1010,CrN2,Ima2
1011,CrN2,P4_32_12
1012,CrN2,C2/m
1013,CrN2,R-3m
1014,CrN2,C2/c
1015,CrN2,P2/m
1016,CrN2,Imma
1017,CrN2,P2_1/m
1018,CrN2,P2_1/c
1019,CrN2,P4_2/mmc
1020,CrN2,Fmmm
1021,CrN2,Immm
1022,CrN2,P3_221
1023,CrN2,I4_1/amd
1024,CrN2,Pbcn
1025,CrN2,P6_3/mmc
1026,CrN2,C2
1027,CrN,Pm-3m
1028,MnN,F-43m
1029,Mn2N,Pbcn
1030,MnN,Fm-3m
1031,Mn3N2,I4/mmm
1032,Mn2N,P-3m1
1033,MnN,P6_3mc
1034,Mn3N4,P6_3/m
1035,Mn4N,Pm-3m
1036,Mn3N4,Pnma
1037,Mn3N2,P-3m1
1038,MnN,Pm
1039,FeN,F-43m
1040,Fe3N,P6_322
1041,Fe8N3,C2
1042,Fe2N,Pbcn
1043,Fe2N,P-31m
1044,FeN2,Pnnm
1045,Fe8N,I4/mmm
1046,Fe2N,P2_12_12
1047,Fe4N,Pm-3m
1048,Fe2N,P-3m1
1049,Fe24N11,C2/c
1050,Fe12N5,P-31m
1051,CoN,F-43m
1052,Co2N,Pnnm
1053,Co3N,P6_322
1054,Ni3N,P6_322
1055,Zn3N2,Ia-3
1056,Zn3N2,Pnma
1057,GaN,P6_3mc
1058,GaN,F-43m
1059,GaN,P6_3/mmc
1060,GaN,Fm-3m
1061,GaN,P1
1062,RbN3,I4/mcm
1063,RbN3,P4/mmm
1064,SrN2,I4/mmm
1065,SrN,C2/m
1066,Sr2N,R-3m
1067,Sr3N2,Ia-3
1068,Sr4N3,C2/m
1069,SrN6,Fddd
1070,Sr4N3,P1
1071,SrN,Fm-3m
1072,SrN,Pnma
1073,Sr3N2,Pm-3m
1074,YN,Fm-3m
1075,YN,P6_3/mmc
1076,YN,F-43m
1077,YN,P-6m2
1078,YN,Pm-3m
1079,ZrN,Fm-3m
1080,ZrN,P6_3/mmc
1081,ZrN,P-3m1
1082,Zr3N4,Pnma
1083,Zr3N4,Fd-3m
1084,Zr3N4,I-43d
1085,Zr3N4,R-3m
1086,ZrN,F-43m
1087,Zr3N2,R-3c
1088,ZrN,P-6m2
1089,ZrN,P6_3mc
1090,Zr2N,P4_2/mnm
1091,ZrN2,Pmmn
1092,ZrN,Pm-3m
1093,ZrN2,I4/mmm
1094,ZrN2,P-3m1
1095,NbN,P-6m2
1096,Nb5N6,P6_3/mcm
1097,NbN,P6_3/mmc
1098,Nb4N5,I4/m
1099,Nb4N3,I4/mmm
1100,Nb16N13,Immm
1101,Nb20N17,C2/m
1102,Nb12N11,C2/m
1103,Nb2N3,Pnma
1104,NbN,Fm-3m
1105,Nb2N,P-31m
1106,Nb32N27,R-3m
1107,Nb3N5,Cmcm
1108,Nb8N5,Cmmm
1109,Nb8N5,P4/mmm
1110,Nb16N9,Immm
1111,Nb2N,P-3m1
1112,NbN,P6_3mc
1113,NbN,F-43m
1114,NbN,Pm-3m
1115,Nb3N,Pc
1116,MoN,P6_3mc
1117,Mo15N16,Cc
1118,MoN,P6_3/mmc
1119,MoN,P-6m2
1120,Mo2N,I4_1/amd
1121,Mo2N,R-3m
1122,Mo2N3,P-1
1123,MoN,C2/m
1124,MoN,F-43m
1125,MoN,Fm-3m
1126,MoN2,P4/mbm
1127,MoN2,C2/m
1128,Tc2N,P6_3/mmc
1129,Tc3N,P-6m2
1130,TcN,Pm-3m
1131,TcN,F-43m
1132,TcN,P6_3/mmc
1133,InN,P6_3mc
1134,InN,F-43m
1135,Sn3N4,Fd-3m
1136,CsN3,I4/mcm
1137,BaN2,C2/c
1138,Ba2N,R-3m
1139,BaN6,P2_1/m
1140,Ba3N2,Ia-3
1141,Ba3N,P6_3/mcm
1142,BaN,Fm-3m
1143,LaN,P6_3mc
1144,LaN,Fm-3m
1145,LaN,P4/nmm
1146,LaN,Pm-3m
1147,LaN3,P2_1/c
1148,CeN,Fm-3m
1149,PrN,Fm-3m
1150,PrN,F-43m
1151,PrN,P4/nmm
1152,PrN,P-6m2
1153,PrN,Pm-3m
1154,NdN,Fm-3m
1155,NdN2,Cm
1156,NdN,Pm-3m
1157,PmN,Fm-3m
1158,SmN,Fm-3m
1159,EuN,Fm-3m
1160,Eu2N,Fd-3m
1161,Eu2N,P4_2/mnm
1162,GdN,Fm-3m
1163,TbN,Fm-3m
1164,Tb2N3,Ia-3
1165,DyN,Fm-3m
1166,Dy2N3,Ia-3
1167,HoN,Fm-3m
1168,HoN,Pm-3m
1169,Ho2N3,Ia-3
1170,ErN,Fm-3m
1171,ErN,Pm-3m
1172,TmN,Fm-3m
1173,Tm2N3,Ia-3
1174,Yb3N2,R-3c
1175,YbN2,P4_2/mnm
1176,YbN,Fm-3m
1177,LuN,Fm-3m
1178,Lu2N3,Ia-3
1179,HfN,Fm-3m
1180,HfN,P6_3/mmc
1181,Hf3N4,Pnma
1182,Hf3N4,Fd-3m
1183,Hf3N4,I-43d
1184,Hf3N4,R-3m
1185,Hf4N3,R3m
1186,Hf4N3,I4/mmm
1187,HfN,F-43m
1188,Hf3N2,R-3m
1189,Hf3N2,R3m
1190,Hf2N,P4_2/mnm
1191,HfN2,Pa-3
1192,HfN2,P6_3/mmc
1193,HfN2,P-6m2
1194,HfN,Pm-3m
1195,TaN,P-62m
1196,Ta5N6,P6_3/mcm
1197,TaN,P-6m2
1198,Ta4N5,I4/m
1199,Ta3N5,Cmcm
1200,Ta2N3,Pnma
1201,TaN,P6_3/mmc
1202,Ta3N5,Pnma
1203,Ta4N3,I4/mmm
1204,Ta2N,P-31m
1205,TaN,Fm-3m
1206,Ta2N,P-3m1
1207,TaN,P6/mmm
1208,TaN,P1
1209,TaN,F-43m
1210,TaN2,P6_3/mmc
1211,TaN2,P-6m2
1212,Ta3N,P-3m1
1213,TaN,Pm-3m
1214,TaN2,Pa-3
1215,TaN2,P6/mmm
1216,W2N3,Cm
1217,WN2,P-6m2
1218,WN2,P6_3/mmc
1219,WN2,I-42d
1220,WN2,Pna2_1
1221,WN2,P3_121
1222,WN2,C2/m
1223,WN2,P4_2/n
1224,WN2,Pbca
1225,WN2,P2_1/c
1226,WN2,I4_1/amd
1227,WN2,P4_2/mnm
1228,W2N3,P6_3/mmc
1229,WN,P-6m2
1230,WN,P6_3mc
1231,W3N4,Pm-3m
1232,WN,Pmn2_1
1233,W43N38,Cm
1234,ReN,Pm-3m
1235,Re3N,P-6m2
1236,Re2N,P6_3/mmc
1237,ReN2,C2/m
1238,ReN2,P2_1/m
1239,ReN2,Pc
1240,Re3N4,Pnma
1241,ReN2,Pnma
1242,AcN,P6_3mc
1243,Th3N4,R-3m
1244,ThN,Fm-3m
1245,Th2N3,P-3m1
1246,ThN2,Fm-3m
1247,PaN,Fm-3m
1248,U4N7,I4cm
1249,U16N25,R3
1250,U2N3,Ia-3
1251,UN2,Fm-3m
1252,U2N3,P-3m1
1253,UN,Fm-3m
1254,Np2N3,Ia-3
1255,NpN,Fm-3m
1256,NpN2,Fm-3m
1257,NpN2,P4_2/mnm
1258,NpN,F-43m
1259,NpN,Pm-3m
1260,PuN,Fm-3m
1261,Na2O,Fm-3m
1262,Na2O,Pnnm
1263,Na2O,P-62m
1264,Na2O,R-3m
1265,Na2O,P3
1266,Na2O2,P-62m
1267,Na2O,P1
1268,Na2O2,Cmcm
1269,Na2O2,Pm-3m
1270,Na2O2,Pbcm
1271,NaO2,Pnnm
1272,NaO2,Pa-3
1273,NaO2,Pbca
1274,NaO2,P4_2/mnm
1275,NaO2,R-3m
1276,NaO3,Imm2
1277,Na6O,Cmm2
1278,Na2O9,P2_1/c
1279,NaO5,C2/m
1280,NaO8,P2_1/c
1281,MgO,Fm-3m
1282,MgO,P6_3/mmc
1283,MgO,R-3m
1284,MgO,Ibam
1285,MgO,P6_3mc
1286,MgO,P3m1
1287,MgO,P6/mcc
1288,MgO,Pm-3n
1289,MgO,Cm
1290,MgO,C2/c
1291,MgO,P1
1292,MgO,P-6m2
1293,MgO,Pm-3m
1294,MgO2,Pa-3
1295,MgO2,R-3m
1296,MgO2,P-1
1297,MgO2,C2/m
1298,Al2O3,R-3c
1299,Al2O3,C2/m
1300,Al2O3,Pna2_1
1301,Al2O3,Ia-3
1302,Al2O3,C2/c
1303,Al2O3,P2/c
1304,Al2O3,Cmc2_1
1305,Al2O3,Pbca
1306,Al2O3,Cm
1307,Al2O3,R-3
1308,Al2O3,P-31c
1309,Al2O3,P2_1/c
1310,Al2O3,P1
1311,Al2O3,P2_1/m
1312,Al2O3,R3m
1313,Al2O3,Pbcn
1314,Al5O8,P6_3mc
1315,Al2O3,P321
1316,Al5O8,F-43m
1317,Al2O3,Cmcm
1318,Al11O18,P2_1/m
1319,AlO2,Pnnm
1320,AlO2,Pnma
1321,Al2O3,P-1
1322,AlO2,Cmcm
1323,Al38O21,P1
1324,Al2O,P1
1325,AlO3,R-3c
1326,AlO,Fm-3m
1327,AlO3,P-31m
1328,AlO3,C2/c
1329,AlO3,P2_1/c
1330,Al8O3,P1
1331,AlO3,P-1
1332,AlO3,Pbca
1333,Al2O,Fm-3m
1334,K2O2,Cmce
1335,K2O2,P-62m
1336,K2O,Fm-3m
1337,K2O,Pbca
1338,K2O,Pnnm
1339,K2O,I4_1/amd
1340,K2O,C2/c
1341,K2O,C2/m
1342,K2O,P4_2/nmc
1343,K2O,P3
1344,K2O,P2_1
1345,K2O,P4/mmm
1346,K2O2,Cmcm
1347,KO2,I4/mmm
1348,KO2,P2_1/c
1349,KO2,Pa-3
1350,KO2,C2/c
1351,KO3,Imm2
1352,KO3,I4/mcm
1353,KO2,P4/mmm
1354,CaO,Fm-3m
1355,CaO,P6_3/mmc
1356,CaO,Cmce
1357,CaO,I4/mmm
1358,CaO,P1
1359,Ca2O3,P1
1360,CaO2,I4/mmm
1361,CaO2,C2/m
1362,CaO2,C2/c
1363,CaO2,P-3m1
1364,CaO10,P4/mcc
1365,Sc2O3,Ia-3
1366,Sc2O3,R-3c
1367,Sc2O3,C2/m
1368,Sc2O3,Pna2_1
1369,Sc2O3,R-3
1370,Sc2O3,P-3m1
1371,ScO,Fm-3m
1372,Sc20O19,I4/m
1373,Sc16O15,R-3m
1374,ScO2,Pnma
1375,ScO2,Pnnm
1376,ScO2,Cmcm
1377,ScO3,P6_3/mmc
1378,TiO2,C2/m
1379,TiO2,I4_1/amd
1380,TiO2,C2/c
1381,TiO2,Pbca
1382,TiO2,Pbcn
1383,TiO2,Pnma
1384,TiO2,P4_2/mnm
1385,TiO2,Imma
1386,TiO2,P1
1387,TiO2,P3_121
1388,Ti9O17,P-1
1389,Ti8O15,P-1
1390,TiO2,I4/m
1391,Ti7O13,P-1
1392,Ti6O11,C2/m
1393,TiO2,P2_1/c
1394,Ti6O11,P-1
1395,Ti5O9,P-1
1396,Ti4O7,P-1
1397,TiO2,P6_3mc
1398,Ti13O22,Cmce
1399,Ti3O5,C2/m
1400,Ti3O5,C2/c
1401,Ti3O5,Cmcm
1402,TiO2,Cmcm
1403,Ti8O13,R-3
1404,TiO2,Pmmn
1405,TiO2,R-3m
1406,Ti11O18,P1
1407,Ti5O8,P1
1408,TiO2,P3m1
1409,Ti19O30,P1
1410,TiO2,Fd-3m
1411,TiO2,Cm
1412,TiO2,R3m
1413,Ti2O3,R-3c
1414,Ti2O3,Pnma
1415,TiO2,Pa-3
1416,Ti2O3,P2_1/m
1417,Ti2O3,P-31c
1418,TiO2,Fm-3m
1419,TiO2,Pmm2
1420,TiO2,Cmm2
1421,Ti3O5,P1
1422,TiO2,P-62m
1423,Ti2O3,Cmcm
1424,Ti3O4,I4/mmm
1425,Ti10O13,C2/m
1426,Ti3O4,Cmmm
1427,Ti9O13,C2/m
1428,Ti11O14,P1
1429,Ti11O14,C2/m
1430,Ti4O5,I4/m
1431,Ti5O7,Cmcm
1432,TiO2,P2_1/m
1433,Ti7O8,Cm
1434,Ti3O7,C2/m
1435,TiO,P-62m
1436,TiO,C2/m
1437,Ti10O11,P-1
1438,Ti9O10,P-1
1439,TiO,P-6m2
1440,TiO,Pm-3m
1441,TiO,P6_3/mmc
1442,Ti9O10,C2/m
1443,TiO,I4/mmm
1444,TiO,P-1
1445,TiO,Fm-3m
1446,TiO,P1
1447,Ti9O8,P-1
1448,Ti3O8,P-4m2
1449,Ti4O3,I4/mmm
1450,Ti3O2,R-3c
1451,Ti2O,P-3m1
1452,Ti2O,P2/m
1453,Ti2O7,P-1
1454,Ti2O,P1
1455,Ti3O,P-31c
1456,Ti3O,P312
1457,Ti3O,P6_3/mcm
1458,Ti3O,P1
1459,Ti6O,P-31c
1460,Ti6O,P-31m
1461,TiO2,P6_3/mmc
1462,V2O3,R-3c
1463,V2O3,C2/c
1464,V3O5,P-1
1465,V3O5,Cc
1466,V3O5,P2/c
1467,V2O3,Pbca
1468,V5O9,P-1
1469,V3O5,C2/c
1470,V4O7,P-1
1471,V3O5,C2
1472,V5O9,P1
1473,V6O11,P-1
1474,V2O3,Ia-3
1475,VO2,P4_2/mnm
1476,VO2,P2_1/c
1477,V7O13,P-1
1478,V9O17,P-1
1479,VO2,Pbca
1480,VO2,C2/m
1481,V2O3,P2_1/m
1482,VO2,Pnma
1483,V6O11,Cmcm
1484,V2O3,C2/m
1485,V2O3,P1
1486,VO2,Cmcm
1487,VO2,P4/ncc
1488,V2O3,P2_1/c
1489,VO2,I4/m
1490,VO2,P-1
1491,VO2,Pma2
1492,VO2,P1
1493,VO2,C2
1494,VO2,P2_1
1495,VO2,Cc
1496,VO2,Pc
1497,VO2,Pmn2_1
1498,VO2,Pmc2_1
1499,V6O13,P2_1/c
1500,VO2,I4/mmm
1501,VO2,Imma
1502,V6O13,C2/m
1503,V6O13,Cm
1504,V6O13,Cmcm
1505,V6O13,P2_1/m
1506,V7O13,P1
1507,V4O9,Pnma
1508,V6O13,Fmmm
1509,VO2,Cm
1510,V8O15,P-1
1511,V9O17,P1
1512,V3O7,I4/mmm
1513,VO2,Pmmn
1514,VO2,I4_1/amd
1515,V3O7,C2/c
1516,VO2,Pnnm
1517,VO2,P2_1/m
1518,V6O13,Pc
1519,VO2,C2/c
1520,V5O12,P2_1/c
1521,V3O7,Pnma
1522,V5O12,C2
1523,V2O5,Pmmn
1524,V25O32,C2
1525,V2O5,Pnma
1526,V2O3,Cmcm
1527,V12O29,C2/m
1528,V2O5,Cmcm
1529,V2O5,Fdd2
1530,V9O22,P2_1/m
1531,V9O13,C2/m
1532,V3O7,P31c
1533,V2O5,P2/c
1534,V4O9,Cmcm
1535,V2O5,C2/m
1536,V2O5,P2_1/m
1537,V4O9,P4/n
1538,V2O5,P2_1/c
1539,V5O12,P1
1540,V2O5,P-1
1541,V5O7,Cmcm
1542,V2O5,Pbam
1543,V2O5,C2/c
1544,V9O22,P2_1
1545,V2O5,P1
1546,V9O22,P1
1547,VO2,R-3m
1548,VO2,P6_3/mmc
1549,VO2,Fd-3m
1550,VO2,R3m
1551,VO2,I4_1/a
1552,VO,Fm-3m
1553,VO,R-3m
1554,VO,C2/m
1555,V3O8,Pnma
1556,VO,P4/nmm
1557,V3O8,Cc
1558,VO2,P2/m
1559,V3O8,C2/m
1560,V5O14,P-1
1561,V2O3,Cc
1562,V10O9,P-1
1563,VO3,Imma
1564,V2O5,Immm
1565,VO3,C2/m
1566,V13O16,I4_1/amd
1567,V3O10,P4bm
1568,VO3,P4_2/ncm
1569,V3O8,Cm
1570,V7O4,C2/m
1571,V7O3,C2/m
1572,Cr2O3,R-3c
1573,Cr2O3,Ia-3
1574,Cr2O3,Pbcn
1575,Cr2O3,R-3
1576,Cr3O4,C2/c
1577,Cr3O4,P-1
1578,CrO2,P4_2/mnm
1579,CrO2,Pnnm
1580,Cr9O13,C2/m
1581,Cr2O3,Cmcm
1582,CrO2,Pbcn
1583,CrO2,P-42_1m
1584,CrO2,Pnma
1585,Cr5O7,Cmcm
1586,Cr2O3,P1
1587,CrO,P4_2/mmc
1588,CrO,Cccm
1589,CrO2,Pa-3
1590,CrO2,I4/m
1591,CrO,P-1
1592,CrO,C2/c
1593,Cr3O5,P1
1594,CrO2,Cm
1595,CrO2,C2/m
1596,CrO2,Cmcm
1597,CrO2,R3m
1598,CrO2,Fd-3m
1599,CrO2,Fm-3m
1600,CrO2,Pmmn
1601,CrO2,R-3m
1602,Cr5O12,Pbcn
1603,CrO,Pm
1604,CrO,P4_2/m
1605,CrO2,Imma
1606,Cr19O48,P1
1607,Cr8O21,P-1
1608,CrO2,P3m1
1609,Cr2O5,Cmcm
1610,Cr3O8,C2/m
1611,Cr6O11,P-1
1612,Cr2O5,Pmmn
1613,CrO,Fm-3m
1614,Cr3O8,Pnnm
1615,Cr4O9,P4/n
1616,CrO3,Ama2
1617,CrO3,C2/c
1618,CrO3,Pna2_1
1619,CrO3,P2_1/c
1620,CrO3,Pnma
1621,CrO3,Amm2
1622,Cr3O7,Pnma
1623,Cr2O5,Pbam
1624,CrO3,P2_1
1625,Cr3O8,P6_3mc
1626,CrO3,Pm-3m
1627,CrO3,P6_3cm
1628,CrO3,P6_3/mmc
1629,CrO,Pmm2
1630,Cr2O,Fm-3m
1631,Mn3O4,I4_1/amd
1632,Mn2O3,Pbca
1633,Mn2O3,Ia-3
1634,Mn3O4,Pbcm
1635,Mn3O4,Pmc2_1
1636,MnO,Fm-3m
1637,MnO,Pmmn
1638,MnO,P6_3mc
1639,Mn5O8,C2/m
1640,Mn2O3,C2/c
1641,Mn2O3,R-3c
1642,Mn2O3,P4_12_12
1643,Mn2O3,P-1
1644,Mn2O3,Pna2_1
1645,Mn5O8,R-3m
1646,Mn7O12,Im-3
1647,Mn3O4,P2_1
1648,Mn3O4,Pm
1649,MnO2,I4/m
1650,MnO2,Pnma
1651,Mn5O7,Cmcm
1652,Mn9O13,C2/m
1653,Mn21O40,C2
1654,MnO2,R-3m
1655,MnO2,P6_3/mmc
1656,MnO2,C2/m
1657,Mn21O40,I-4
1658,Mn2O3,Cmcm
1659,MnO2,P-3m1
1660,MnO2,P2/m
1661,MnO2,P4_2/m
1662,MnO2,P6_3mc
1663,MnO2,P4_2/mnm
1664,MnO2,Pnnm
1665,MnO2,Fd-3m
1666,MnO2,P3m1
1667,Mn8O17,P-1
1668,Mn15O32,C2/m
1669,MnO2,Pmmn
1670,Mn20O43,P-1
1671,MnO2,Cmcm
1672,MnO2,Cm
1673,Mn2O3,R-3
1674,MnO2,R3m
1675,MnO2,P4/mmm
1676,Mn2O7,P2_1/c
1677,MnO3,Imma
1678,MnO4,I4_1/amd
1679,MnO2,Fdd2
1680,Fe2O3,R-3c
1681,Fe3O4,Fd-3m
1682,Fe3O4,Imma
1683,Fe2O3,Ia-3
1684,Fe3O4,C2/c
1685,Fe3O4,P1
1686,Fe2O3,Pna2_1
1687,Fe3O4,C2/m
1688,Fe3O4,P2/m
1689,Fe3O4,Pmc2_1
1690,Fe3O4,Pbcm
1691,Fe3O4,C2
1692,Fe2O3,Pbca
1693,Fe2O3,P4_12_12
1694,Fe43O64,C2
1695,Fe3O4,Pmma
1696,Fe41O56,R3
1697,Fe3O4,Cmc2_1
1698,Fe2O3,Pbcn
1699,Fe23O32,P1
1700,Fe3O4,Cmcm
1701,Fe2O3,Cm
1702,Fe8O9,P1
1703,Fe2O3,Pnma
1704,FeO,C2/m
1705,Fe3O4,Pm
1706,Fe3O4,Pc
1707,Fe10O11,P-1
1708,Fe7O8,P-1
1709,Fe4O5,Cmcm
1710,FeO,I4/mmm
1711,Fe8O9,P-1
1712,Fe11O12,P-1
1713,Fe23O25,P-1
1714,Fe21O23,P1
1715,FeO,C2/c
1716,Fe17O18,P-1
1717,Fe5O7,C2/m
1718,Fe9O10,P-1
1719,Fe14O15,I4/m
1720,Fe21O32,R32
1721,Fe13O14,R-3
1722,Fe7O8,Fm-3m
1723,Fe13O15,P-1
1724,Fe2O3,P1
1725,Fe12O13,R-3
1726,Fe15O16,P1
1727,Fe32O35,P1
1728,Fe15O16,R-3m
1729,Fe5O8,P4_332
1730,Fe2O3,Cmcm
1731,Fe38O39,P-1
1732,Fe3O4,Cm
1733,Fe5O7,Cmcm
1734,Fe5O8,F-43m
1735,Fe5O8,R-3m
1736,FeO,P4_2/mmc
1737,Fe25O32,Amm2
1738,Fe9O13,C2/m
1739,Fe7O9,P1
1740,FeO,P6_3/mmc
1741,Fe35O36,P1
1742,Fe13O19,C2/m
1743,FeO,P31c
1744,FeO,P-62c
1745,FeO,Cc
1746,FeO2,P4_2/mnm
1747,FeO,P1
1748,FeO2,Pm
1749,FeO2,P2/m
1750,FeO2,Pnma
1751,Fe2O3,P3
1752,FeO2,I4/m
1753,FeO2,P1
1754,FeO2,P-3m1
1755,FeO2,C2/m
1756,FeO2,Cm
1757,FeO2,R-3m
1758,FeO2,Cmcm
1759,FeO2,P3m1
1760,FeO2,I4_1/amd
1761,FeO2,Imma
1762,FeO2,R3m
1763,Fe8O17,P1
1764,FeO2,Fd-3m
1765,FeO,Fm-3m
1766,Fe2O3,C2
1767,Fe3O4,F-43m
1768,Fe3O4,Pmna
1769,Fe3O4,R-3m
1770,Fe2O3,Pm-3m
1771,FeO2,P6_3/mmc
1772,FeO,P6_3mc
1773,FeO3,C2/m
1774,Fe4O13,Immm
1775,CoO,F-43m
1776,CoO,P6_3mc
1777,Co3O4,R-3m
1778,CoO,Fm-3m
1779,Co3O4,Fd-3m
1780,Co3O4,I4_1/amd
1781,Co3O4,Imma
1782,Co29O40,P1
1783,CoO,I4/mmm
1784,Co23O32,P1
1785,Co5O8,F-43m
1786,Co15O28,P-1
1787,CoO2,I4/m
1788,CoO2,Aem2
1789,CoO2,R-3m
1790,CoO2,P6_3/mmc
1791,CoO2,P-3m1
1792,CoO2,C2/m
1793,Co7O12,C2
1794,Co9O13,C2/m
1795,CoO2,I4_1/amd
1796,CoO2,Fd-3m
1797,CoO2,P6_3mc
1798,Co5O7,Cmcm
1799,CoO2,Pnma
1800,Co21O40,I-4
1801,CoO,P1
1802,CoO2,P-1
1803,CoO2,Cmce
1804,CoO2,P3m1
1805,CoO2,Cmcm
1806,Co2O3,Cmcm
1807,CoO2,R3m
1808,CoO2,Cm
1809,CoO2,C2/c
1810,CoO2,Imma
1811,CoO2,C2
1812,CoO2,Cmmm
1813,CoO2,Fmm2
1814,CoO2,P1
1815,CoO4,P2_1/m
1816,NiO,Fm-3m
1817,Ni15O16,Im-3m
1818,Ni9O10,P-1
1819,Ni6O7,P-1
1820,Ni15O16,R-3m
1821,Ni5O6,C2/m
1822,Ni3O4,Cmmm
1823,Ni3O4,C2/m
1824,Ni9O13,C2/m
1825,NiO2,R-3m
1826,NiO2,P-3m1
1827,NiO2,Fd-3m
1828,Ni5O4,I4/m
1829,Ni2O3,Cmcm
1830,NiO2,P3m1
1831,NiO2,I4/m
1832,NiO2,Pnma
1833,Ni5O11,P-1
1834,Ni4O3,Pm-3m
1835,Ni2O3,Cc
1836,Ni5O7,Cmcm
1837,NiO2,Cmcm
1838,NiO2,R3m
1839,NiO2,Cm
1840,NiO2,Immm
1841,NiO2,Imma
1842,Ni2O5,C2/c
1843,NiO2,P6_3/mmc
1844,CuO,P4_2/mmc
1845,CuO,C2/c
1846,CuO,Cccm
1847,Cu2O3,Ia-3
1848,Cu3O4,Ibam
1849,Cu2O3,Fdd2
1850,Cu8O7,Cm
1851,Cu8O7,C2
1852,Cu4O3,I4_1/amd
1853,Cu3O4,Fm-3m
1854,CuO,Pnma
1855,Cu2O3,P2_1/c
1856,CuO,Fm-3m
1857,CuO,P4_2/nmc
1858,Cu4O3,P4/nmm
1859,Cu8O7,Fm-3m
1860,Cu9O13,C2/m
1861,Cu5O7,Cmcm
1862,CuO,P4/mmm
1863,Cu2O3,Cmcm
1864,Cu2O,Pn-3m
1865,CuO,Pm-3m
1866,Cu3O2,I4/mmm
1867,CuO2,R-3m
1868,CuO2,Fd-3m
1869,CuO2,Cmcm
1870,CuO2,Fmmm
1871,CuO,I4/mmm
1872,Cu8O,Cmmm
1873,Cu8O,Amm2
1874,ZnO,P6_3mc
1875,ZnO,F-43m
1876,ZnO,P4_2/mnm
1877,ZnO,Fm-3m
1878,ZnO,P6_3/mmc
1879,ZnO,P1
1880,ZnO,Pm-3m
1881,ZnO2,Pa-3
1882,ZnO2,P2_1
1883,ZnO2,P-3m1
1884,ZnO2,Immm
1885,Ga2O3,C2/m
1886,Ga2O3,R-3c
1887,Ga2O3,P1
1888,Ga3O5,Pnma
1889,Ga2O3,Cmcm
1890,GaO2,Pnma
1891,GaO2,Fddd
1892,GaO,P6_3mc
1893,GaO3,Im-3
1894,Rb2O2,Immm
1895,Rb2O,R-3m
1896,Rb2O,P3
1897,Rb2O,Fm-3m
1898,Rb2O,Pbca
1899,Rb2O,Pnnm
1900,Rb2O,P2_1/c
1901,Rb2O,Pnma
1902,Rb2O3,I-43d
1903,RbO2,I4/mmm
1904,Rb2O2,Cmcm
1905,Rb2O2,P2_1/m
1906,Rb2O2,Fm-3m
1907,Rb9O2,P2_1/m
1908,RbO3,P2_1/c
1909,Rb6O,P6_3/m
1910,Rb16O3,F222
1911,Rb19O3,Fm-3c
1912,SrO,Fm-3m
1913,SrO,P6_3/mmc
1914,SrO,Pm-3m
1915,SrO2,I4/mmm
1916,SrO2,Pnma
1917,Sr2O3,Pm-3m
1918,SrO6,C2/c
1919,SrO10,P4/mcc
1920,SrO10,P4/mmm
1921,SrO4,P4/mmm
1922,SrO10,P4/ncc
1923,Y2O3,Ia-3
1924,Y2O3,C2/m
1925,Y2O3,R-3c
1926,Y2O3,P2_1/m
1927,Y2O3,Pbca
1928,Y2O3,P-3m1
1929,Y2O3,P1
1930,Y2O3,P-4m2
1931,Y2O3,Pn-3m
1932,YO2,P2_1/m
1933,YO,P6_3/mmc
1934,YO2,C2/c
1935,YO3,P6_3/m
1936,YO3,Pnma
1937,ZrO2,P2_1/c
1938,ZrO2,Pbca
1939,ZrO2,I4_1/amd
1940,ZrO2,Pca2_1
1941,ZrO2,Pnma
1942,ZrO2,P4_2/nmc
1943,ZrO2,P4_2/mnm
1944,ZrO2,Pbcn
1945,ZrO2,C2/m
1946,ZrO2,P4/n
1947,ZrO2,Fm-3m
1948,Zr6O11,Pmm2
1949,ZrO2,P1
1950,Zr27O49,P3m1
1951,Zr19O40,P1
1952,ZrO2,Pmm2
1953,ZrO,Fm-3m
1954,ZrO,F-43m
1955,Zr2O,P312
1956,Zr2O,Pn-3m
1957,Zr3O,R32
1958,Zr3O,R-3c
1959,Zr3O,P6_322
1960,Zr4O,R-3
1961,Nb12O29,Cmcm
1962,Nb12O29,C2/m
1963,Nb2O5,P2
1964,Nb2O5,P1
1965,Nb2O5,C2/m
1966,Nb2O5,I4/mmm
1967,Nb2O5,P-1
1968,Nb2O5,C2/c
1969,Nb2O5,P2_12_12_1
1970,NbO2,I4_1/a
1971,NbO2,P4_2/mnm
1972,NbO2,I4_1/amd
1973,NbO2,Pbca
1974,NbO2,C2/m
1975,Nb4O9,P1
1976,Nb2O5,C2
1977,NbO2,P1
1978,NbO2,P6_3/mmc
